,JobName,CompanyName,LocationJob,JobType,Type_of_Experience,Years_of_Experience,Skills
11503,Customer Care Representative,Elbadry Auto ,Salam City,Full Time,Entry Level,1 - 2 Yrs of Exp,"['Administration', 'Customer Service"
11504,sales representative,Up2date Egypt ,New Cairo,Full Time,Experienced,4 - 6 Yrs of Exp,['Marketing
11505,Graphic Designer,Softec Technologies ,Maadi,Full Time,Experienced,4+ Yrs of Exp,['Creative
11506,Accounting Manager,NIG ,New Cairo,Full Time,Senior Management,13 - 15 Yrs of Exp,['Accounting
11507,Accountant,Confidential ,Stanley,Full Time,Experienced,3 - 5 Yrs of Exp,['Accounting
11508,Technical Associate,Cosmofun  ,6th of October,Full Time,Experienced,3 - 5 Yrs of Exp,['Installation
11509,Wordpress Developer,Namaa IT ,New Cairo,Full Time,Experienced,2 - 4 Yrs of Exp,['Creative
11510,Branch Accountant,Confidential ,Faisal,Full Time,Experienced,3 - 5 Yrs of Exp,['Accounting
11511,PHP Laravel,Namaa IT ,New Cairo,Full Time,Experienced,2 - 4 Yrs of Exp,['IT
11512,Sales Manager in Textile,Premier Services and Recruitment ,Benghazi,Full Time,Manager,10 - 12 Yrs of Exp,['Sales
11513,Planning Engineer,Projecs International ,Sheikh Zayed,Full Time,Entry Level,0 - 2 Yrs of Exp,['Engineering - Construction
11514,AWS Solution Architect,Cyberinsight ltd ,Cairo,Full Time,Experienced,2+ Yrs of Exp,['IT
11515,Senior Site Civil Engineer,AlGammal Contracting ,Abu Qir,Full Time,Experienced,7 - 10 Yrs of Exp,"['males_only', 'Engineering - Construction"
11516,CEO Experience in Textile,Premier Services and Recruitment ,Benghazi,Full Time,Senior Management,10 - 12 Yrs of Exp,"['Business Development', 'Operations"
11517,Social Media Manager,Just Mood for Marketing Services  ,Cairo,Work From Home,Experienced,3 - 5 Yrs of Exp,['Marketing
11518,Social Media Specialist,Namaa IT ,New Cairo,Full Time,Experienced,3 - 8 Yrs of Exp,['Marketing
11519,Project Manager,AlGammal Contracting ,Abu Qir,Full Time,Manager,12 - 15 Yrs of Exp,"['males_only', 'Engineering - Construction"
11520,Senior Site Electrical Engineer,AlGammal Contracting ,Abu Qir,Full Time,Experienced,7 - 10 Yrs of Exp,"['males_only', 'Engineering - Mechanical"
11521,Social Media Manager,Tones Agency   ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,['Marketing
11522,General Accountant,MMT ,Heliopolis,Full Time,Experienced,3 - 6 Yrs of Exp,['Accounting
11523,Senior Graphic designer,Tones Agency   ,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp,['Creative
11524,Quality Control Engineer,Dafater ,Heliopolis,Full Time,Experienced,1 - 3 Yrs of Exp,['IT
11525,Corporate Treasury Manager,Aman Holding ,Cairo,Full Time,Manager,8 - 10 Yrs of Exp,['Accounting
11526,Sales Advisor,XPRS ,Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp,['Customer Service
11527,SQL Database Lead Administrator,INDEVCO ,Sheikh Zayed,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11528,IT Manager,Confidential ,New Nozha,Full Time,Manager,10 - 15 Yrs of Exp,['IT
11529,Aesthetics and Landscape Manager,Bahgat Group ,6th of October,Full Time,Manager,5 - 7 Yrs of Exp,['Engineering - Construction
11530,DevOps Engineer,Softec Technologies ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11531,Mental Health Psychosocial Social Support Officer,Handicap International  ,Aswan,Full Time,Experienced,3 - 7 Yrs of Exp,['Operations
11532,Personal Assistant,Semak ,Dokki,Full Time,Experienced,10+ Yrs of Exp,"['females_preferred', 'Administration', 'Operations"
11533,Tax and Zakat Manager,HCPA ,Riyadh,Full Time,Manager,5+ Yrs of Exp,['Accounting
11534,Early Childhood Development Officer,Handicap International  ,Maadi,Full Time,Experienced,3 - 3 Yrs of Exp,['Operations
11535,App Content Writer,Tones Agency   ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,['Marketing
11536,Information Technology Help Desk,Parkville Pharmaceuticals ,Mohandessin,Full Time,Entry Level,1 - 3 Yrs of Exp,['IT
11537,Project Deliverables Writer,Thaka International ,Badr City,Full Time,Experienced,6+ Yrs of Exp,"['Administration', 'Business Development', 'Analyst"
11538,Sales Senior Executive,INDEVCO ,Giza,Full Time,Experienced,2 - 4 Yrs of Exp,['Sales
11539,Marketing Specialist,Genena Group ,New Cairo,Full Time,Entry Level,0 - 2 Yrs of Exp,['Marketing
11540,Office Manager,Giza power ,Cairo,Full Time,Experienced,7 - 10 Yrs of Exp,"['Administration', 'Administration', 'excel', 'English', 'Management', 'Office management', 'Secretary']"
11541,Contracting Executive,GTE ,Sheraton,Full Time,Experienced,2 - 4 Yrs of Exp,['Tourism
11542,Senior PHP Developer,"Izam, inc. ",Mohandessin,Full Time,Experienced,4+ Yrs of Exp,['IT
11543,CEO Personal Assistant,Confidential ,Giza,Full Time,Experienced,10 - 20 Yrs of Exp,"['females_only', 'Administration', 'Assistant', 'personal assistant', 'Management', 'Office management', 'Microsoft Office']"
11544,Email & Chat Agents,Raya Customer Experience ,Al Muharraq,Full Time,Entry Level,0 - 1 Yrs of Exp,['Customer Service
11545,Property Consultant Real Estate,WATAD Capital ,Sheraton,Full Time,Entry Level,1 - 2 Yrs of Exp,"['females_only', 'Business Development', 'Customer Service"
11546,Sales Executive,WATAD Capital ,Sheraton,Full Time,Entry Level,0 - 3 Yrs of Exp,"['Business Development', 'Customer Service"
11547,Sales Executive,Confidential ,Sheraton,Full Time,Entry Level,1 - 3 Yrs of Exp,"['Business Development', 'Customer Service"
11548,Operations & Reservations Executive,WebBeds ,Nasr City,Full Time,Experienced,2 - 3 Yrs of Exp,['Customer Service
11549,Project Manager,Confidential ,Maadi,Full Time,Manager,15 - 20 Yrs of Exp,['Engineering - Construction
11550,Real Estate sales in brokerage company,SEGAL INVESTMENT ,New Cairo,Full Time,Experienced,1 - 3 Yrs of Exp,['Sales
11551,Planning Manager,Giza power ,Dokki,Full Time,Manager,15 - 20 Yrs of Exp,['Engineering - Construction
11552,Java Team Lead,Ejada  ,Heliopolis,Full Time,Experienced,8 - 10 Yrs of Exp,['IT
11553,Social Media Specialist,Ameelytravel ,Zamalek,Full Time,Experienced,2 - 3 Yrs of Exp,"['females_only', 'Writing"
11554,Head of a kindergarten department,Future British International School  ,Tanta,Full Time,Experienced,10+ Yrs of Exp,"['females_only', 'Education"
11555,Market Access Manager,Avatrus ,Boston,Full Time,Experienced,1 - 10 Yrs of Exp,['Marketing
11556,Senior Graphic Designer,Saudi German Hospital  ,Heliopolis,Full Time,Experienced,2 - 5 Yrs of Exp,['Creative
11557,CEO Assistant,Premier Services and Recruitment ,Maadi,Full Time,Experienced,5 - 10 Yrs of Exp,"['Administration', 'Operations"
11558,Videographer,SYE English Community ,Dokki,Internship,Student,0 - 1 Yrs of Exp,['Creative
11559,Marketing Manager,Confidential ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,['Marketing
11560,Moderator,SYE English Community ,Dokki,Internship,Student,0 - 1 Yrs of Exp,"['Administration', 'Customer Service"
11561,Telesales Agent,SYE English Community ,Dokki,Internship,Student,0 - 1 Yrs of Exp,"['Administration', 'Customer Service"
11562,Administrative Officer,Dabur ,10th of Ramadan City,Full Time,Experienced,2 - 4 Yrs of Exp,"['females_preferred', 'Administration', 'Human Resources', 'Business Administration', 'Office management', 'Admin']"
11563,Front desk,SYE English Community ,6th of October,Internship,Student,0 - 1 Yrs of Exp,"['Administration', 'Customer Service"
11564,Front desk,SYE English Community ,Nasr City,Internship,Student,0 - 1 Yrs of Exp,"['Administration', 'Customer Service"
11565,Front desk,SYE English Community ,Maadi,Internship,Student,0 - 1 Yrs of Exp,"['Administration', 'Customer Service"
11566,Production Engineer,Multi M Group  ,khanka,Full Time,Entry Level,1 - 2 Yrs of Exp,['Manufacturing
11567,Front desk,SYE English Community ,Dokki,Internship,Student,0 - 1 Yrs of Exp,"['Administration', 'Customer Service"
11568,Call Center Agent,SYE English Community ,Dokki,Internship,Student,0 - 1 Yrs of Exp,"['Administration', 'Customer Service"
11569,FF&E Designer,Confidential ,6th of October,Full Time,Experienced,4 - 6 Yrs of Exp,['Engineering - Construction
11570,Junior Material Engineer,Smart Window ,New Cairo,Full Time,Entry Level,0 - 2 Yrs of Exp,['Engineering - Construction
11571,Portsaid Training Coordinator,El Sewedy Technical Academy ,Dawahi,Full Time,Entry Level,1 - 5 Yrs of Exp,['Training
11572,Content Creator,UNN MODEL MANAGEMENT ,Garden City,Full Time,Experienced,2 - 4 Yrs of Exp,['Creative
11573,Back office Admin,SYE English Community ,Dokki,Internship,Student,0 - 1 Yrs of Exp,"['Administration', 'Customer Service"
11574,Sales Executive,Confidential ,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,['Customer Service
11575,CNC Programmer,Confidential ,Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp,['Manufacturing
11576,Contact Center Team Leader,Xceed Contact Center ,Nasr City,Full Time,Experienced,1 - 3 Yrs of Exp,['Customer Service
11577,Reliability Engineer,Freelancer ,Nozha,Full Time,Experienced,2 - 4 Yrs of Exp,['Engineering - Mechanical
11578,IT Manager,Delta Capital for Urban Development ,Dokki,Full Time,Manager,12 - 20 Yrs of Exp,['IT
11579,Content Creator,SYE English Community ,Dokki,Internship,Student,0 - 1 Yrs of Exp,['Writing
11580,Technical Studies and Proposal Engineer,EL,Maadi,Full Time,Experienced,2 - 3 Yrs of Exp,['Engineering - Mechanical
11581,Social Media Specialist,SYE English Community ,Dokki,Internship,Student,0 - 1 Yrs of Exp,['Marketing
11582,English Instructor For Adults,E,6th of October,Part Time,Experienced,2+ Yrs of Exp,['Education
11583,Business Analysis lead,TurnDigital ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11584,Payroll Specialist,Majorel Egypt ,Katameya,Full Time,Entry Level,1 - 2 Yrs of Exp,['Accounting
11585,Logistics & Events Coordinator,SYE English Community ,Dokki,Internship,Student,0 - 1 Yrs of Exp,['Marketing
11586,pharmacy manager,Al Ahly Medical Company ,Mokattam,Full Time,Manager,2 - 5 Yrs of Exp,['Operations
11587,English Instructor For Kids & Teens Zayed,E,Sheikh Zayed,Part Time,Entry Level,1+ Yrs of Exp,['Education
11588,English Instructor For Kids & Teens October,E,6th of October,Part Time,Entry Level,1+ Yrs of Exp,['Education
11589,Marketing Supervisor,Ovo Egypt ,6th of October,Full Time,Experienced,7 - 8 Yrs of Exp,['Marketing
11590,Office Administrator,REMAX Egyot ,Cairo,Full Time,Entry Level,females_only,"['Administration', 'Administration', 'Assistant', 'Office management']"
11591,Accountant,Talaat Moustafa Group ,Riyadh,Full Time,Experienced,1 - 3 Yrs of Exp,['Accounting
11592,Business Development Manager,Chemipharm  ,6th of October,Full Time,Manager,8 - 15 Yrs of Exp,"['Business Development', 'Operations"
11593,Planning & Analytics Assistant Manager,Network International ,New Cairo,Full Time,Experienced,6 - 10 Yrs of Exp,['IT
11594,Financial Planning Business partner,Confidential ,Cairo,Full Time,Experienced,5 - 7 Yrs of Exp,['Accounting
11595,Planning Engineer,Confidential ,Bourj Alarab,Full Time,Experienced,2 - 4 Yrs of Exp,['Manufacturing
11596,HSE Manager,Asass ,New Cairo,Full Time,Experienced,10 - 15 Yrs of Exp,['Operations
11597,Senior Software Developer,Rashideen Egypt for Trade  ,Katameya,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11598,Technical Office Manager,Dunes Developments  ,Sheikh Zayed,Full Time,Manager,10 - 18 Yrs of Exp,['Engineering - Construction
11599,IT Support Engineer,Nile University ,Sheikh Zayed,Full Time,Experienced,5+ Yrs of Exp,['IT
11600,Senior HR Officer,Confidential ,Cairo,Full Time,Experienced,4 - 7 Yrs of Exp,"['Human Resources', 'Performance Management', 'Human Resources', 'Human Resources"
11601,System Administrator,Nile University ,Sheikh Zayed,Full Time,Experienced,5+ Yrs of Exp,['IT
11602,Professeur de sport,Confidential ,Maadi,Full Time,Experienced,1+ Yrs of Exp,['Education
11603,Sales Executive,flyadeal Egypt ,Giza,Full Time,Entry Level,1 - 5 Yrs of Exp,['Customer Service
11604,Finance Manager,Confidential ,Giza,Full Time,Manager,10 - 13 Yrs of Exp,['Accounting
11605,Safety Coordinator,FlexFilms Egypt ,6th of October,Full Time,Entry Level,0 - 2 Yrs of Exp,['Manufacturing
11606,STEM Coordinator,GEMS Education ,6th of October,Full Time,Experienced,3+ Yrs of Exp,['Education
11607,Spare Parts Procurement Engineer,SMG Engineering Automotive ,Sheikh Zayed,Full Time,Experienced,3 - 5 Yrs of Exp,"['Business Development', 'Purchasing"
11608,Inventory Control Manager,Confidential ,Dokki,Full Time,Manager,10 - 12 Yrs of Exp,['Accounting
11609,Group Legal Director,Confidential ,Dokki,Full Time,Senior Management,15 - 20 Yrs of Exp,"['Legal', 'Strategy"
11610,Jewelry Advisor,Egypt Gold  ,Heliopolis,Full Time,Entry Level,0 - 2 Yrs of Exp,['Sales
11611,Full Stack Developer – Full Time; Remote: Egypt,NetCentric Egypt ,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11612,Marketing Specialist,SMG Engineering Automotive ,Sheikh Zayed,Full Time,Entry Level,1 - 3 Yrs of Exp,"['Business Development', 'Marketing"
11613,Test Automation Specialist –Full Time Contractor ; Remote: Egypt,NetCentric Egypt ,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11614,Office Manager,Aman Holding ,New Cairo,Full Time,Manager,5 - 10 Yrs of Exp,"['Administration', 'Administration', 'business', 'Microsoft Office', 'Communication skills']"
11615,Administration Section Head,TEPCO S.A.E. ,6th of October,Full Time,Experienced,4 - 7 Yrs of Exp,"['Administration', 'Legal', 'Operations"
11616,Machinery & Equipment Evaluation Specialist,FinBi Finance & Banking Consultants International ,Dokki,Full Time,Experienced,2 - 5 Yrs of Exp,['Engineering - Mechanical
11617,Electrical Engineer,Qsource ,Ain Sokhna,Full Time,Experienced,2 - 4 Yrs of Exp,"['males_only', 'Installation"
11618,Business Solutions Manager,Industrial Development Group ,Zamalek,Full Time,Manager,7 - 10 Yrs of Exp,['IT
11619,Tax supervisor,Aman Holding ,Cairo,Full Time,Manager,5 - 8 Yrs of Exp,['Accounting
11620,Full Stack .NET Developer,"Nile Bits, LLC ",6th of October,Full Time,Experienced,4 - 10 Yrs of Exp,['IT
11621,Area Manager,Zikry,Cairo,Full Time,Manager,5 - 10 Yrs of Exp,"['Pharmaceutical', 'Pharmaceutical', 'Administration', 'Management', 'Sales', 'Sales Target', 'Sales Skills', 'Communucation Skills', 'Pharmacy']"
11622,Tax Manager,Aman Holding ,Cairo,Full Time,Manager,10 - 15 Yrs of Exp,['Accounting
11623,Social Media Graphic Designer & Video Editor,Green Line For Glass Metal Architecture ,Nasr City,Full Time,Experienced,1 - 3 Yrs of Exp,['Creative
11624,Treasury Manager,Cairoscan ,Mohandessin,Full Time,Experienced,10 - 12 Yrs of Exp,['Accounting
11625,Sales Operations Supervisor,Confidential ,New Cairo,Full Time,Experienced,5 - 8 Yrs of Exp,['Operations
11626,Call Center Team Leader,Air Arabia ,Mohandessin,Full Time,Experienced,5 - 7 Yrs of Exp,['Customer Service
11627,Marketing Strategist,Akhtaboot Group ,New Cairo,Full Time,Experienced,2 - 4 Yrs of Exp,['Marketing
11628,Sales Specialist,Green Line For Glass Metal Architecture ,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp,"['Business Development', 'Customer Service"
11629,Civil Tender Engineer Sr. Manager,Confidential ,Dokki,Full Time,Manager,12 - 15 Yrs of Exp,['Engineering - Construction
11630,Legal Affairs,Green Line For Glass Metal Architecture ,Nasr City,Full Time,Experienced,4 - 6 Yrs of Exp,"['Administration', 'Legal', 'Contracts', 'Corporate', 'Corporate lawyer', 'lawyer', 'Law', 'Legal Affairs', 'Microsoft Office', 'Management']"
11631,IT Specialist,Solo Soft for hygienic paper ,6th of October,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11632,Senior Content Creator,Akhtaboot Group ,New Cairo,Full Time,Experienced,2 - 5 Yrs of Exp,['Marketing
11633,Procurement Manager Engineer,MAC EGYPT REAL ESTATE CO. ,10th of Ramadan City,Full Time,Manager,10 - 15 Yrs of Exp,['Engineering - Construction
11634,IT Generalist,Confidential ,Nasr City,Full Time,Experienced,2 - 4 Yrs of Exp,"['males_only', 'Installation"
11635,Marketing Specialist,Green Line For Glass Metal Architecture ,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp,['Marketing
11636,General Accountant,Green Line For Glass Metal Architecture ,Nasr City,Full Time,Manager,4 - 8 Yrs of Exp,"['males_only', 'Accounting"
11637,Product Engineer,GB Corp ,Abu Rawash,Full Time,Entry Level,1 - 2 Yrs of Exp,['Logistics
11638,Junior System Analyst,National Technology ,Nasr City,Full Time,Entry Level,1 - 2 Yrs of Exp,['IT
11639,IT Support Manager,Aman Holding ,Nasr City,Full Time,Manager,8 - 10 Yrs of Exp,['Accounting
11640,Property Consultant,Talaat Moustafa Group ,Jeddah,Full Time,Experienced,3 - 5 Yrs of Exp,['Sales
11641,GL Accountant,Cairoscan ,Mohandessin,Full Time,Experienced,5 - 8 Yrs of Exp,"['males_only', 'Accounting"
11642,Electric Manufacturing Manager,IMUT International Marathon United Technology ,Obour City,Full Time,Manager,7 - 10 Yrs of Exp,['Manufacturing
11643,ERP Functional Consultant,Confidential ,Riyadh,Full Time,Experienced,2 - 4 Yrs of Exp,"['males_only', 'IT"
11644,Waiter,Gamal Sholqamy Resturant ,Giza,Full Time,Experienced,3 - 5 Yrs of Exp,['Hospitality
11645,Senior Social Media Specialist,Twerlo ,Cairo,Full Time,Experienced,3 - 8 Yrs of Exp,['Creative
11646,Full Stack Developer,Egypt Kuwait Holding ,Maadi,Full Time,Experienced,3 - 5 Yrs of Exp,['IT
11647,Treasury Section Head,Egypt Kuwait Holding ,Maadi,Full Time,Experienced,5 - 10 Yrs of Exp,['Accounting
11648,Technical Office Engineer,Confidential ,Badr City,Full Time,Entry Level,1 - 3 Yrs of Exp,['Engineering - Mechanical
11649,Co,Malvern College Egypt ,Katameya,Full Time,Experienced,2+ Yrs of Exp,"['females_only', 'Education"
11650,English Call Center & Back office Agents,Majorel Egypt ,Katameya,Full Time,Entry Level,1 - 3 Yrs of Exp,"['Administration', 'Customer Service"
11651,English Mail & Chat Agents,Majorel Egypt ,Katameya,Full Time,Entry Level,1 - 3 Yrs of Exp,"['Administration', 'Customer Service"
11652,SEO,Paymob Solutions ,Cairo,Full Time,Experienced,5 - 10 Yrs of Exp,['Marketing
11653,Human Resources Generalist,Kellogg Tolaram Noodles Egypt LLC ,Hadayek Alkobba,Full Time,Experienced,1 - 3 Yrs of Exp,"['Human Resources', 'Human Resources"
11654,Facilities Administrator,Aman ,Giza,Full Time,Experienced,2 - 4 Yrs of Exp,"['Administration', 'Logistics"
11655,Senior Business Development Specialist,Aman ,6th of October,Full Time,Experienced,2 - 4 Yrs of Exp,"['Business Development', 'Business Development', 'business', 'Development', 'Negotiation', 'Communication', 'Sales']"
11656,Stock Controller,Mighty Foods ,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp,"['males_only', 'Accounting"
11657,Call Center Agent,OPPO Egypt  ,Nasr City,Full Time,Entry Level,1 - 3 Yrs of Exp,['Customer Service
11658,IOS Developer,Awamer Alshabaka _اوامر الشبكه ,Mansoura,Full Time,Experienced,1 - 3 Yrs of Exp,['IT
11659,Frontend Software Engineer,Confidential ,Madinaty,Full Time,Experienced,3+ Yrs of Exp,['IT
